id,budget,original_language,original_title,popularity,production_companies,revenue,vote_average,vote_count,score
82684,0,en,Chasing Mavericks,13.621201,"['Fox 2000 Pictures', 'Walden Media']",0,7.0,216,6.187620811369841
12142,20000000,en,Alone in the Dark,9.292987,"['Boll Kino Beteiligungs GmbH & Co. KG', 'Brightlight Pictures', 'Herold Productions', 'Lionsgate', 'Infogrames Entertainment']",10442808,3.1,173,5.83481564824411
23367,20000000,en,Bandslam,7.716606,"['Summit Entertainment', 'Goldsmith-Thomas Productions', 'Walden Media']",5210988,5.4,126,6.0477744832407865
10740,20000000,en,Birth,7.698075,"['Fine Line Features', 'New Line Cinema', 'Lou Yi Inc.', 'Academy Films', 'March Entertainment']",0,5.9,179,6.0751205486657085
241239,20000000,en,A Most Violent Year,37.629309,"['Participant Media', 'Imagenation Abu Dhabi FZ', 'FilmNation Entertainment', 'Before the Door Pictures', 'Washington Square Films', 'A24', 'Old Bull Pictures']",12007070,6.5,546,6.185559551618101
14582,0,en,Passchendaele,2.405911,"['Rhombus Media', 'Damberger Film & Cattle Co', 'Whizbang Films', 'Bell Broadcast and New Media Fund']",0,6.3,26,6.095069832052243
14914,0,en,Flash of Genius,3.350297,"['Universal Pictures', 'Spyglass Entertainment', 'Strike Entertainment', 'Intermittent Productions']",0,6.3,59,6.098634022809213
3902,20000000,en,I'm Not There.,13.032308,"['Endgame Entertainment', 'Rising Star', 'Killer Films', 'John Wells Productions', 'Dreamachine', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'Grey Water Park Productions', 'John Goldwyn Productions', 'Wells Productions']",4001121,6.6,195,6.140871542676405
77948,20000000,en,The Cold Light of Day,15.131867,"['Summit Entertainment', 'Intrepid Pictures', 'Film Rites', 'Galavis Film', 'Picture Machine', 'Fria Luz Del Dia, A.I.E.']",16863583,4.8,271,5.926162982306913
21755,20000000,en,The Brothers Bloom,10.218307,"['The Weinstein Company', 'Summit Entertainment', 'Endgame Entertainment']",5530764,6.8,203,6.162559123580975
4960,21000000,en,"Synecdoche, New York",12.761176,['Likely Story'],0,7.4,278,6.263961536041487
128,26500000,ja,もののけ姫,60.732738,"['Miramax Films', 'Studio Ghibli', 'Nibariki', 'Nippon Television Network (NTV)']",159375308,8.2,1983,7.18596540400853
14652,0,fr,Bon voyage,0.49446,[],0,5.7,20,6.087951030390767
40932,0,en,Can't Stop the Music,6.574285,['EMI Films'],0,4.9,9,6.086363643433042
16608,2000000,en,The Proposition,14.617944,"['Autonomous', 'UK Film Council', 'Surefire Film Productions', 'Pictures in Paradise', 'Pacific Film and Television Commission', 'Film Consortium', 'National Lottery through UK Film Council']",5048693,7.1,218,6.199011960162517
334531,20000000,en,My All American,3.102987,"['Paul Schiff Productions', 'Anthem Productions']",0,6.8,36,6.10576621579076
32316,20000000,en,Marci X,5.65327,['Paramount Pictures'],1675706,3.3,12,6.074064091481951
7299,20000000,en,Equilibrium,44.566609,"['Dimension Films', 'Blue Tulip Productions']",5359645,6.9,1552,6.461965607267048
13405,40000000,zh,黃石的孩子,8.978408,"['Australian Film Finance Corporation', 'Zero Fiction Film', 'Ming Productions', 'Bluewater Pictures', 'Cheerland Entertainment Organization']",7400000,6.5,52,6.103389861869552
19457,0,en,The Yards,10.150993,"['Miramax Films', 'Industry Entertainment']",0,6.0,97,6.087552027941615
112937,0,en,The Oogieloves in the Big Balloon Adventure,0.28576,[],0,2.2,8,6.075307731194867
314385,10000000,en,By the Sea,11.267676,"['Plan B Entertainment', 'Jolie Pas', 'Pellikola']",3727746,5.4,156,6.038030583071702
8953,20000000,ja,Steamboy,9.129808,"['Bandai Visual Company', 'Sunrise', 'Studio 4°C']",0,6.4,102,6.108353017356319
29078,0,en,The Game of Their Lives,2.013405,"['Bristol Bay Productions', 'Baldwin Entertainment Group', 'Crusader Entertainment', 'Independent Film Channel', 'Peter Newman/Interal']",0,5.8,14,6.089963396068993
46503,0,en,All Good Things,20.086645,['The Weinstein Company'],0,5.9,286,6.066300223535211
10448,20000000,en,Rapa Nui,3.581906,"['Tig Productions', 'Majestic Films International', 'Warner Bros.', 'Newcomm', 'RCS']",305070,6.2,33,6.0940729907439355
13688,0,cn,長江七號,12.373248,['Columbia Pictures Film Production Asia'],47301471,6.1,107,6.092602135744937
10353,0,fr,Les Visiteurs 2 : Les Couloirs du temps,12.283025,"['Gaumont', 'Canal+', 'France 3 Cinema', 'Centre National de la Cinématographie (CNC)']",0,5.8,221,6.060817808525882
43935,20000000,en,Dylan Dog: Dead of Night,10.617236,"['Hyde Park Films', 'platinum studios', 'Long Distance Films']",4634062,4.5,139,5.980250932981796
11458,20000000,en,People I Know,6.377308,[],0,5.5,48,6.07710358083026
44638,20000000,en,The Tempest,3.620537,"['Miramax Films', 'Touchstone Pictures']",346594,6.0,31,6.09064309130106
241257,0,en,Regression,27.215666,"['The Weinstein Company', 'Himenóptero', 'First Generation Films', 'Mod Producciones', 'FilmNation Entertainment', 'Telefónica Studios']",17671101,5.3,585,5.900944208499713
14538,0,en,三国之见龙卸甲,4.127155,"['Visualizer Film Productions', 'Taewon Entertainment']",0,6.6,35,6.101659119717199
13250,20000000,en,Butterfly on a Wheel,13.118983,"['Icon Productions', 'Infinity Features Entertainment', 'Irish Dreamtime', 'Icon Entertainment International', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Province of British Columbia Film Incentive BC', 'Butterfly Productions', 'Chum Television']",0,6.3,130,6.105897274374214
133931,20000000,en,Zambezia,14.182301,"['Industrial Development Corporation of South Africa', '120dB Films', 'The Department of Trade and Industry of South Africa', 'Cinema Management Group', 'The National Film and Video Foundation of SA', 'Wonderful Works', 'Triggerfish Animation']",0,5.3,68,6.06391533512285
280871,0,ta,ராமானுஜன்,0.416179,['Camphor Cinema'],0,5.0,3,6.09039219880428
239897,0,en,Dwegons,0.485405,[],0,0.5,1,6.089131344393934
184341,20000000,en,Hands of Stone,7.444189,"['Weinstein Company, The', 'La Piedra Films', 'Fuego Films', 'Epicentral Studios']",0,6.1,109,6.092609733428264
334074,20000000,en,Survivor,33.625477,"['Nu Image Films', 'Winkler Films', 'Millennium Films', 'Survivor Productions']",0,5.4,404,5.967467086549323
199373,27220000,en,The Frozen Ground,28.060472,"['Grindstone Entertainment Group', 'Cheetah Vision', 'K5 International', 'Paradox Entertainment', 'Emmett/Furla Films', 'Picture Perfect Corporation', 'Court Five', 'Envision Entertainment', 'Valentina Films']",5496951,6.1,465,6.093751929703135
14202,19400000,en,The Painted Veil,20.746932,"['Emotion Pictures', 'The Mark Gordon Company', 'Class 5 Films', 'Yari Film Group', 'Warner China Film HG Corporation', 'Stratus Film Co.', 'WIP', 'Bob Yari Productions', 'The Colleton Company', 'Dragon Studios']",0,7.1,312,6.238396668005116
6968,27000000,de,Der Baader Meinhof Komplex,7.727035,"['Nouvelles Éditions de Films (NEF)', 'Degeto Film', 'Constantin Film Produktion', 'Westdeutscher Rundfunk (WDR)', 'Norddeutscher Rundfunk (NDR)', 'Bayerischer Rundfunk (BR)', 'Dune Films', 'G.T. Film Production']",0,7.1,157,6.1714684749314435
581,22000000,en,Dances with Wolves,45.707835,"['Tig Productions', 'Majestic Films International']",424208848,7.6,1046,6.6389710840653855
52449,20000000,en,Bad Teacher,28.497242,"['Columbia Pictures', 'Mosaic Media Group']",216197492,5.4,1584,5.77181165114487
12150,19000000,en,Sea of Love,11.47316,['Universal Pictures Corporation'],110879513,6.7,141,6.135469432594827
11247,19000000,en,A Cinderella Story,25.28132,"['Gaylord Films', 'Warner Bros.', 'Dylan Sellers Productions', 'Clifford Werber Productions']",70067909,6.1,713,6.094359251735598
4232,14000000,en,Scream,45.99611,"['Woods Entertainment', 'Dimension Films']",173046663,7.0,1476,6.496454318995354
9378,0,en,Thir13en Ghosts,20.392858,"['Columbia Pictures Corporation', 'Dark Castle Entertainment', 'Warner Bros.', '13 Ghosts Productions Canada Inc.']",0,5.4,440,5.9585007877801095
694,19000000,en,The Shining,78.699993,"['Hawk Films', 'Warner Bros.', 'Peregrine']",44017374,8.1,3757,7.44031672353687
105,19000000,en,Back to the Future,76.603233,"['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",381109762,8.0,6079,7.557007122903756
11377,19000000,en,House on Haunted Hill,13.664614,"['Dark Castle Entertainment', 'Warner Bros.']",40846082,5.5,209,6.03172227941692
26367,0,en,I Can Do Bad All By Myself,2.242809,['Lions Gate Films'],0,6.0,40,6.090208791992229
385383,27000000,en,Fight Valley,1.224105,['Cinestyle Media Group'],0,3.9,8,6.082673415770257
41210,19000000,en,The Switch,27.494037,"['Mandate Pictures', 'Bona Fide Productions', 'Echo Films']",49830607,5.9,583,6.045902451011069
12090,18000000,en,Just Married,18.47518,"['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG']",101564935,5.3,404,5.9494506755610965
62630,19100000,en,The Devil's Double,10.559414,"['Corrino Media Corporation', 'Corsan', 'Staccato Films']",5728213,6.5,208,6.133624020171131
16110,0,en,Thomas and the Magic Railroad,1.916351,"['Destination Films', 'Isle of Man Film', 'Britt Allcroft Productions']",0,4.6,8,6.085706344713064
29427,20000000,en,The Crazies,28.867568,"['Penn Station Entertainment', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Overture Films']",54956140,6.2,633,6.119789671796635
129,15000000,ja,千と千尋の神隠し,118.968562,['Studio Ghibli'],274925095,8.3,3840,7.5852085437584895
244114,0,zh,風暴,3.376967,"['Focus Films', 'Sil-Metropole Organisation', 'Edko Films']",0,5.9,43,6.0877794168588295
2669,25000000,en,The Bounty,7.436491,['Dino De Laurentiis Company'],8613462,6.5,108,6.114800757746713
203833,0,en,The Book Thief,57.84156,"['Studio Babelsberg', 'Fox 2000 Pictures', 'Sunswept Entertainment']",76586316,7.4,1486,6.676768197232042
13523,19000000,en,Sex Drive,17.952817,"['Summit Entertainment, LLC', 'Alloy Entertainment', 'Goldcrest Pictures']",18755936,6.0,342,6.077714270261513
25195,19000000,en,Leap Year,21.959742,"['Universal Pictures', 'Spyglass Entertainment', 'Octagon Films', 'BenderSpink', 'Birnbaum / Barber Productions']",29922472,6.4,465,6.1543145762256675
17277,19000000,en,The Fall of the Roman Empire,4.229942,"['Paramount Pictures', 'Samuel Bronston Productions']",4750000,6.0,33,6.090546219342846
50725,19000000,en,Take Me Home Tonight,11.766564,"['Imagine Entertainment', 'Rogue Pictures', 'Relativity Media', 'Internationale Filmproduktion Blackbird Dritte']",6928068,6.2,208,6.103131447849004
82631,0,en,Won't Back Down,2.366251,"['Gran Via Productions', 'Walden Media', 'Lemodeln Model & Talent Agency']",5310554,5.8,40,6.085949848210286
73191,19000000,en,The Nutcracker,0.068228,['Warner Bros. Family Entertainment'],2119994,5.6,5,6.090836603492569
22479,18000000,en,Kansas City,5.380733,"['Fine Line Features', 'CiBy 2000', 'Sandcastle 5 Productions']",0,6.1,12,6.0922223275390195
340611,0,en,Indignation,5.625989,['Likely Story'],0,6.8,69,6.117777180915488
10065,19000000,en,The Amityville Horror,30.205943,"['Platinum Dunes', 'Dimension Films', 'Metro-Goldwyn-Mayer (MGM)', 'Radar Pictures']",108047131,6.0,588,6.069835227035197
2757,19000000,en,Adaptation.,26.441669,"['Beverly Detroit', 'Propaganda Films', 'Clinica Estetico', 'Intermedia', 'Good Machine', 'Magnet Productions']",32801173,7.3,638,6.403346872426992
11683,15000000,en,Land of the Dead,15.262492,"['Universal Pictures', 'Atmosphere Entertainment MM', 'Romero-Grunwald Productions', 'Exception Wild Bunch']",46770602,6.0,381,6.076348650481302
244339,0,cn,逃出生天,1.583918,"['Sun Entertainment Culture', 'Universe Entertainment']",0,5.8,11,6.090433759531849
1878,18500000,en,Fear and Loathing in Las Vegas,44.511363,"['Universal Pictures', 'Summit Entertainment', 'Rhino Films', 'Fear and Loathing LLC', 'Shark Productions']",10680275,7.2,1301,6.5512671831809275
23082,18500000,en,The Invention of Lying,16.665841,"['Media Rights Capital', 'Lin Pictures', 'Warner Bros.', 'Wintergreen Productions', 'Lynda Obst Productions', '1821 Pictures', 'Radar Pictures']",31912793,6.0,518,6.071909775453319
195589,18000000,en,Neighbors,36.471231,"['Universal Pictures', 'Point Grey Pictures', 'Good Universe']",268157400,6.2,2713,6.156445971542427
854,23000000,en,The Mask,85.30318,"['New Line Cinema', 'Dark Horse Entertainment']",351583407,6.6,2472,6.383409473570481
2280,18000000,en,Big,20.716023,"['Gracie Films', 'Twentieth Century Fox Film Corporation', 'American Entertainment Partners II L.P.']",151668774,6.9,993,6.375484987948789
496,18000000,en,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,29.487784,"['Twentieth Century Fox Film Corporation', 'Four By Two Productions']",261572744,6.5,1579,6.280607536395564
8835,18000000,en,Legally Blonde,25.43954,"['Marc Platt Productions', 'Metro-Goldwyn-Mayer (MGM)']",141774679,6.1,882,6.09470967316505
157,18000000,en,Star Trek III: The Search for Spock,15.314027,['Paramount Pictures'],87000000,6.4,434,6.150962944410404
8643,19000000,en,The Exorcism of Emily Rose,32.602868,"['Lakeshore Entertainment', 'Firm Films', 'Screen Gems']",144216468,6.3,659,6.147012170608713
10402,17000000,en,Deuce Bigalow: Male Gigolo,9.832326,"['Happy Madison Productions', 'Quinta Communications', 'Touchstone Pictures']",65535067,5.5,308,6.007197258143031
218043,16000000,en,Left Behind,33.452469,['Stoney Lake Entertainment'],19682924,3.7,392,5.671739685651991
9043,0,en,The Family Stone,14.190837,['Fox 2000 Pictures'],0,6.2,249,6.105034106964742
21301,18000000,en,Barbershop 2:  Back in Business,6.501815,['Metro-Goldwyn-Mayer (MGM)'],65070412,5.6,74,6.073127062789271
10147,23000000,en,Bad Santa,26.58873,"['Columbia Pictures', 'Triptych Pictures', 'Dimension Films (US version)']",76488889,6.5,656,6.19942599217375
816,16500000,en,Austin Powers: International Man of Mystery,36.15716,"['New Line Cinema', 'Capella International', ""Eric's Boy""]",67683989,6.5,1013,6.237058355501929
302688,18000000,en,My Big Fat Greek Wedding 2,16.027955,"['Universal Pictures', 'Playtone', 'HBO Films', 'Gold Circle Films']",88923251,5.5,322,6.003910477170063
60307,21000000,en,Diary of a Wimpy Kid: Rodrick Rules,14.329891,"['Fox 2000 Pictures', 'Color Force']",72417394,6.3,238,6.115993158773936
106,18000000,en,Predator,50.009408,"['Twentieth Century Fox Film Corporation', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Silver Pictures', 'Amercent Films', 'American Entertainment Partners L.P.']",98235548,7.3,2093,6.735195654188889
279,18000000,en,Amadeus,31.82675,['Warner Bros.'],51973029,7.8,1076,6.722703882403994
8617,0,en,Prom Night,9.642041,['Alliance Films'],14796236,4.8,167,5.9845657698604775
10625,17000000,en,Mean Girls,36.423717,"['Paramount Pictures', 'Broadway Video', 'M.G. Films']",129042871,6.9,2320,6.54286461015732
10934,0,en,Under the Tuscan Sun,12.309718,"['Timnick Films', 'Blue Gardenia Productions', 'Touchstone Pictures', 'Tatiale Films']",0,6.4,172,6.118507856584859
5279,19800000,en,Gosford Park,11.693272,['USA Films'],87754044,6.8,246,6.175709170446268
10013,18000000,en,Peggy Sue Got Married,12.243887,"['American Zoetrope', 'TriStar Pictures']",41382841,5.9,136,6.078934458508003
194662,18000000,en,Birdman,89.811154,"['Worldview Entertainment', 'New Regency Pictures', 'TSG Entertainment', 'Le Grisbi Productions', 'M Productions']",103215094,7.4,4535,7.022758369924718
160588,18000000,en,Blue Jasmine,34.694216,['Perdido Productions'],99206215,7.0,1098,6.431633358833333
9829,15000000,en,United 93,17.50138,"['Universal Pictures', 'StudioCanal', 'Sidney Kimmel Entertainment', 'Working Title Films']",76286096,6.9,367,6.226602065329736
10028,18000000,en,Honey,18.492655,"['Universal Pictures', 'Marc Platt Productions', 'NuAmerica Entertainment']",62646763,6.0,303,6.079129632426545
10535,18000000,en,Spy Hard,11.238522,['Hollywood Pictures'],0,4.9,147,6.0039025863192315
790,1000000,en,The Fog,14.518598,"['AVCO Embassy Pictures', 'EDI', 'Debra Hill Productions']",21378361,6.4,311,6.136711731124128
43959,18000000,en,Soul Surfer,19.234672,"['Mandalay Pictures', 'TriStar Pictures', 'Brookwell-McNamara Entertainment', 'FilmDistrict', 'Affirm Films']",47088990,6.9,342,6.218881028654469
10364,18000000,en,Catch-22,4.504377,"['Paramount Pictures', 'Filmways Productions']",24911670,6.7,72,6.115079666498222
16991,0,en,Observe and Report,10.529143,"['Legendary Pictures', 'De Line Pictures']",24007324,5.6,225,6.038503535367937
9610,18000000,en,Conan the Destroyer,18.379124,['De Laurentiis Entertainment Group'],100000000,5.8,383,6.041797152641668
1578,18000000,en,Raging Bull,35.524457,['United Artists'],23000000,7.7,938,6.635372494913629
25643,18000000,en,Love Happens,13.472365,"['Universal Pictures', 'Stuber Productions', 'Camp / Thompson Pictures', 'Relativity Media', 'Scion Films', 'Traveling Film Productions']",36133014,5.6,180,6.048279922155272
11904,18000000,en,Young Sherlock Holmes,8.321586,"['Paramount Pictures', 'Amblin Entertainment']",0,6.7,167,6.142788568304678
28665,0,en,Fame,7.668063,"['United Artists', 'Lakeshore Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",0,5.5,135,6.051661191283167
44115,18000000,en,127 Hours,52.464877,"['Fox Searchlight Pictures', 'Warner Bros.', 'Cloud Eight Films', 'Pathé', 'Film4', 'Everest Entertainment', 'HandMade Films']",35692920,7.0,2606,6.624482088668483
10569,0,en,Small Time Crooks,11.423533,['DreamWorks SKG'],0,6.4,155,6.116107251368617
10560,18000000,en,Center Stage,6.961736,['Columbia Pictures'],17200925,6.8,90,6.125206489772973
333348,17000000,en,Love the Coopers,9.191187,"['Imagine Entertainment', 'Groundswell Productions', 'CBS Films']",24000000,5.4,167,6.034530864106015
20483,18000000,en,Catch That Kid,4.492859,"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'Splendid Productions']",16702864,4.9,76,6.044843394733704
11457,18000000,en,Life as a House,5.706767,['New Line Cinema'],0,7.2,120,6.160053204084049
321697,30000000,en,Steve Jobs,53.670525,"['Universal Pictures', 'Scott Rudin Productions', 'Legendary Pictures', 'The Mark Gordon Company', 'Management 360', 'Cloud Eight Films']",34441873,6.8,1573,6.418551971295714
19840,18000000,en,"I Love You, Beth Cooper",14.15192,"['Ingenious Film Partners', '1492 Pictures', 'Fox Atomic', 'Dune Entertainment III', 'Bece Canada Productions']",0,5.1,197,5.996142377359832
22327,18000000,en,Youth in Revolt,13.462544,['Dimension Films'],0,5.9,319,6.063756463742562
38665,18000000,en,The Legend of the Lone Ranger,11.725805,['ITC Entertainment'],2945600,3.7,14,6.0740920939744125
2575,21000000,en,The Tailor of Panama,7.047975,"['Columbia Pictures', 'Merlin Films']",28008462,6.2,92,6.097310502941465
11644,18000000,en,Blow Out,13.628601,['Cinema 77'],12000000,7.3,236,6.229583587966738
146227,18000000,en,Getaway,16.520516,"['Dark Castle Entertainment', 'Signature Pictures', 'After Dark Films', 'Silver Reel', 'Saints LA', 'Bomar OOD', 'thefyzz', 'Dunulf Productions', 'Emmitt Productions Limited', 'ADF Acquisitions']",10501938,4.9,246,5.951471979887835
68924,18000000,en,The Ice Storm,14.916264,"['Fox Searchlight Pictures', 'Good Machine', 'Canal+ Droits Audiovisuels']",8038061,6.9,176,6.162752281015788
253235,18000000,en,And So It Goes,9.633711,"['Castle Rock Entertainment', 'Envision Entertainment', 'ASIG Productions']",25312387,5.7,164,6.060052034997104
22102,0,en,Troop Beverly Hills,3.455018,"['Columbia Pictures', 'Weintraub Entertainment Group']",0,5.6,56,6.077622569086889
18701,0,en,Being Julia,1.946634,['Serendipity Point Films'],0,6.4,23,6.095975177220481
10068,17000000,en,Nine 1/2 Weeks,12.313143,"['Metro-Goldwyn-Mayer (MGM)', 'Producers Sales Organization (PSO)', 'Jonesfilm', 'Galactic Films', 'Triple Ajaxxx']",6735922,5.8,177,6.066511955382654
848,18000000,en,Dragonslayer,3.258422,"['Paramount Pictures', 'Walt Disney Productions']",14110013,6.5,67,6.106512120750605
36811,0,en,The Last Station,3.659292,"['Zephyr Films', 'Egoli Tossell Film']",0,6.7,55,6.109827925888983
522,18000000,en,Ed Wood,24.548633,['Touchstone Pictures'],5887457,7.3,630,6.400440850299061
130150,18000000,en,Labor Day,17.683563,"['Mr. Mudd Production', 'Indian Paintbrush', 'Right of Way Films']",20275812,6.7,299,6.17720042803322
12246,18000000,ru,Монгол,10.1449,"['Kinokompaniya CTB', 'X-Filme Creative Pool', 'Andreevsky Flag Film Company', 'Kinofabrika', 'Eurasia Film Production']",26527510,6.5,158,6.1244481040263485
13809,18000000,en,RockNRolla,31.887978,"['StudioCanal', 'Dark Castle Entertainment', 'Toff Guy Films', 'Warner Bros.']",25739015,6.9,836,6.344693462039411
27380,0,en,Megaforce,1.110179,"['Golden Harvest Company', 'Northshore Investments Ltd.']",0,3.5,15,6.071192508297293
10549,0,en,Hamlet,9.814785,"['Castle Rock Entertainment', 'Turner Pictures (I)']",0,7.3,117,6.164441134743889
33870,25000000,en,Mao's Last Dancer,1.876811,['Great Scott Productions Pty. Ltd.'],20719451,6.8,28,6.102790503042328
245703,18000000,en,Midnight Special,32.717853,"['Warner Bros.', 'Faliro House Productions', 'Tri-State Pictures']",6212282,6.2,694,6.12172176389125
10739,0,en,Anything Else,8.945081,"['DreamWorks SKG', 'Granada Film Productions', 'Perdido Prod.', 'Canal+']",0,6.2,149,6.100255708402034
127560,18000000,en,The Railway Man,13.916583,"['Archer Street Productions', 'Lionsgate', 'Pictures in Paradise', 'Silver Reel', 'Latitude Media', 'Thai Occidental Productions']",22309223,6.7,273,6.170762619531213
37903,15238800,de,Das weisse Band,17.94739,"['Les Films du Losange', 'Wega Film', 'Lucky Red', 'X-Filme Creative Pool']",0,7.2,255,6.227117700811217
396152,0,en,Restoration,2.525569,[],0,5.3,11,6.087459822038608
10017,2700000,en,The Wraith,10.47644,"['New Century Entertainment Corporation', 'Alliance Entertainment', 'Turbo Productions']",3500000,5.9,108,6.081508525934136
11468,18000000,en,Salton Sea,10.991281,"['Castle Rock Entertainment', 'Darkwoods Productions']",676698,7.0,104,6.140778518779964
193613,18000000,en,Metallica: Through the Never,7.871686,"['Exclusive Media Group', 'Picturehouse Entertainment']",7972967,6.7,83,6.118428330841159
17436,18000000,en,The Informers,6.333869,['Senator Entertainment Co'],382174,4.4,60,6.038689525325643
43434,18000000,en,Carlos,1.138383,"['Egoli Tossell Film AG', 'Canal+', 'Arte France', 'Films en Stock']",871279,6.7,50,6.1082653012487835
31166,18000000,en,I Come with the Rain,8.266124,"['Central-Europa Film', 'Canal+', 'TF1 International', 'Morena Films', 'Lumiere', 'LeBrocquy Fraser Productions', 'Better Wide']",0,5.6,20,6.086874835814788
69848,0,en,One Man's Hero,0.910529,"['Filmax', 'Silver Lion Films', 'Televisa S.A. de C.V.', 'Arco Films S.L', 'Hool/Macdonald Productions', 'Producciones San Patricia']",0,9.3,2,6.095657571657358
8408,3500000,en,Day of the Dead,18.025206,"['Dead Films', 'Laurel Entertainment', 'Toei']",34000000,6.9,270,6.195621416656328
332411,18000000,en,I Am Wrath,10.144222,"['Patriot Pictures', 'Vallelonga Productions', 'Vengeance is Mine Productions', 'Hannibal Classics']",0,4.5,179,5.9509012565074855
9389,18000000,fr,Renaissance,9.244181,"['Onyx Films', 'Backup Films', 'France2 Cinéma', 'Centre National de la Cinématographie (CNC)']",1831348,6.7,77,6.11660655470304
9626,17900000,en,Red Sonja,12.752463,"['Famous Films (II)', 'Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company']",6948633,5.0,206,5.982121010995012
75638,14000000,en,Red Lights,22.748174,"['First Generation Films', 'Antena 3 Films', 'Televisió de Catalunya TV3', 'Canal+ España', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Millennium Films', 'Nostromo Pictures', 'Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)', 'Cindy Cowan Entertainment', 'La Sexta', 'Attitude Pinículas y Films A.I.E.']",13551174,6.0,376,6.076521041762193
8363,20000000,en,Superbad,33.436092,"['Columbia Pictures', 'Apatow Productions']",121463226,7.0,2100,6.576236084419612
15670,0,en,Madea Goes to Jail,3.107371,"['Lions Gate Films', 'Tyler Perry Company, The']",90508336,6.4,52,6.100639121285549
290555,18000000,en,Wolves,7.922639,"['Copperheart Entertainment', 'Entertainment One', 'Dark Hero Studios']",0,5.7,82,6.075426054404396
8328,23000000,en,Step Up 2: The Streets,28.973074,"['Summit Entertainment', 'Offspring Entertainment', 'Touchstone Pictures']",150816700,6.5,640,6.197485553130327
10982,15000000,en,Hoodwinked!,23.980329,"['The Weinstein Company', 'Kanbar Entertainment', 'Blue Yonder Films']",51053787,5.9,479,6.052450243755157
205,17500000,en,Hotel Rwanda,28.60542,"['Lions Gate Films', 'United Artists', 'Industrial Development Corporation of South Africa', 'Endgame Entertainment', 'Miracle Pictures', 'Sixth Sense Productions', 'Mikado Film', 'Inside Track Films']",38000000,7.5,793,6.51643543166307
1620,24000000,en,Hitman,42.669304,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Anka Film', 'EuropaCorp', 'Daybreak Productions', 'Prime Universe Productions']",99965753,5.9,966,6.025976392411283
175541,17500000,en,Black Nativity,7.180403,"['Fox Searchlight Pictures', 'Malvern Pictures']",7018189,5.8,16,6.089650665917927
241254,18000000,en,The Prince,21.638673,"['Grindstone Entertainment Group', 'Emmett/Furla Films', 'Oasis Films', 'Aperture Entertainment']",266586800,4.6,218,5.933985700679926
31932,0,en,City of Ghosts,2.64486,[],0,5.4,18,6.08546013514232
1933,0,en,The Others,25.881355,"['Cruise/Wagner Productions', 'Canal Plus', 'Sogecine', 'Las Producciones del Escorpion', 'Lucky Red', 'Dimension Films', 'Miramax']",0,7.4,1660,6.712739593779499
679,18500000,en,Aliens,67.66094,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Brandywine Productions']",183316455,7.7,3220,7.115658744835956
11113,17000000,en,My Fair Lady,20.786616,['Warner Bros.'],72070731,7.4,352,6.302341213877923
3597,17000000,en,I Know What You Did Last Summer,27.654472,"['Columbia Pictures Corporation', 'Mandalay Entertainment', 'Summer Knowledge LLC']",125586134,5.6,687,5.958283121437477
193893,17000000,en,Let's Be Cops,70.668923,"['Twentieth Century Fox Film Corporation', 'WideAwake', 'Genre Films']",136621271,6.4,1219,6.214904230679075
9675,16000000,en,Sideways,23.425431,"['Fox Searchlight Pictures', 'Michael London Productions', 'Sideways Productions Inc.']",109502303,6.9,478,6.258870745500864
9988,17500000,en,Beerfest,14.304444,['Broken Lizard Industries'],19179969,5.8,172,6.0671747885387
948,300000,en,Halloween,30.301307,"['Compass International Pictures', 'Falcon International Productions']",70000000,7.4,1035,6.5632519645292
21765,17000000,en,Good Boy!,3.56033,"['Jim Henson Pictures', 'Metro-Goldwyn-Mayer (MGM)']",0,4.7,30,6.0698181304207885
146304,17000000,en,The Best Man Holiday,7.210095,['Universal'],71625195,6.7,110,6.1264874742754065
7516,17000000,en,Smokin' Aces,23.491962,"['Universal Pictures', 'StudioCanal', 'Relativity Media', 'Scion Films', 'Working Title Films']",57103895,6.4,534,6.161460206912072
41439,20000000,en,Saw 3D,36.133536,"['Lionsgate', 'Twisted Pictures', 'Serendipity Productions']",136150434,5.8,730,6.0091294949689305
2752,17000000,en,40 Days and 40 Nights,14.18136,"['Miramax Films', 'Universal Pictures', 'Working Title Films']",0,5.2,297,5.968084759238645
9429,17000000,en,A Night at the Roxbury,12.709227,"['Paramount Pictures', 'SNL Studios']",30331165,5.9,198,6.073486640580535
